"complaint","category"
"dinas lingkungan hidup kota semarang membawahi 4 bidang dan beberapa uptd, yaitu:
1. bidang penataan lingkungan, terdiri atas seksi instrumen penataan lingkungan, seksi pengkajian dampak lingkungan, dan seksi pencegahan pencemaran b3 dan limbah b3;
2. bidang pengelolaan sampah, terdiri atas seksi pengembangan potensi dan kemitraan, seksi prasarana dan sarana pengelolaan sampah, serta seksi operasional pengelolaan sampah;
3. bidang pengendalian pencemaran dan konservasi lingkungan hidup, terdiri atas seksi pengendalian pencemaran dan limbah cair, seksi konservasi keanekaragaman hayati, dan seksi pemulihan lingkungan dan perubahan iklim;
4. bidang pengawasan dan pemberdayaan lingkungan, terdiri atas seksi pengaduan dan penyelesaian sengketa lingkungan, seksi pengawasan lingkungan, dan sekso pengembangan kearifan lokal dan pemberdayaan;
5. uptd laboratorium lingkungan;
6. uptd tempat pemrosesan akhir (tpa) jatibarang;
7.  uptd pengelolaan air limbah;
8. uptd kebersihan wilayah i-viii.",sampah
"yth penabat dinas lingkungan hidup.
propinsi jawa tengan-semarang
baserta jajarannya
mungkin saya salah alamat.mengirimkan foto-foto fakta yng saya lihat sesekali. dan memang saya orang dari daerah kel.kismoyoso-kec.ngemplak sawahan- boyolali. tetapi terus saya mengadu ke siapa lagi. melihat kondisi ini. kepresiden??? rasanya terlalu lancang saya. faktanya hampir 20th kali jampen pembatas kismoyoso dan pandeyan itu telah memakan tanah kan desa kismoyoso dan kebun warga. hampir 1000m panjang gerusan sungai itu. lha pora mesakne pean warga yang punya kebun hanya bisa mlongo. maklum wong ndeso gak tau mau ngadu ke siapa. termasuk jalur irigasi aktif dari jaman londo depan sma1 donohudan dan sepanjang desa brogo. banyak di tutup warga. karena tidak tau dan di biarkan tidak di arahkan dalam proses membangun. semestinya di pinggir kali itu di buat jalan inspeksi. 5m. baru boleh membangun. tidak semua kebun yng dulunya masih luas di kapling2 teruk buat jembatan menutup kali. ini tidak akan terjadi bila dinas tatakota kabupaten melihat-berfikir 100 tahun kedepan. masak kalah dengan londo si penjajah. menata blok sawah ladang kebun  dengan ilmu---->ini jaman merdeka lhuuur? yok opo terlalu merdeka kah kita?????-semua yng baca jangan sakit hati saya bicara koment. yng jelas simbah2 tidak pernah meninggalkan masyalah permukiman untuk kita---apakah kita mau di caci maki anak cucu karena pembiayaran demi pembiayan sehingga 100th yng akan datang anak cucu ribut banjir-ribut macet-ribut limbah dll???monggo di pikir.
terima kasih.",limbah
"jauh...tenang...damai...
suasana kantor sesak..tdk longgar...
gedung kurang luas...
untuk jalan sempit..
suasana kerja kurang kondusif...krn penuh meja dan byk pns...
kurang optimal dalam bekerja..",fasilitas umum
"tempatnya sejuk, pegawainya ramah-ramah. cuma agak jauh dijangkau dan berada di daerah rawan macet yang putar baliknya susah sekali",others
"area depan sangat luas karena berdekatan dengan lapangan tapak. lokasi masih adem, banyak pohon-pohonnya.",hutan
"lokasi sesuai map kurang jelas, karena masuk ke perkampungan. jalan tercepat ke gang tapak raya masuk, lokasi di belakang kecamatan tugu, semarang",fasilitas umum
"sering lewat jalan depan tempat ini, adakah bibit untuk penghijau halaman madrasah dan masjid",fasilitas umum
"ingin konsultasi.
saya ada client yang ingin mebuat toko di jl.gatot subroto tapi ada kendala karena didepan tanah shm ada taman jalan yg ingin kami jadikan akses jalan masuk.
pertanyaan saya adalah, bagaimanakah prosedur agar saya bisa membongkar taman jalan tersebut. terima kasih 🙏",fasilitas umum
apa yang harus kami lakukan jika ada orang membuang sampah di sungai setiap hari.,sampah
"melayani persampahan, pengembangan organisasi pecinta lingkungan, dokumen lingkungan, laboratorium dan aduan",sampah
kantor nya asri juga punya banyak koleksi burung. kantor yang nyaman untuk bekerja,others
"maaf bpk/ibu dr dinas pengaduan sampah, mohon di tindak lanjuti masalah warga yg saat saat ini suka buang sampah sembarangan dijalan utama brebes ke selatan (80m dr palang pintu arah selatan jl.sultan agung-brebes) sangat mengganggu ketertiban tatanan kota. mohon warganya disosialisasikan. terima kasih",sampah
"pelayanan bagus, petugas sangat membantu untuk mencarikan waktu yg tepat utk meeting agar tdk bolak balik ke kantor tsb.. informasi dan syarat yg diberikan cukup jelas",layanan
"kenapa tps2 di brebes di tutup sesuai instruksi bupati, trus masyarakat suruh buang sampah di mana?",sampah
seperti kantor pemerintahan pada umumnya. lokasinya berada di jalan protokol kota brebes.,fasilitas umum
"kantor lingkungan hidup yang menaungi aspek lingkungan, penghijauan seperti taman2",others
"layanan dlh sidareja sangat buruk
padahal kami berlangganan bayar 200.000 per bulan dengan pengambilan sampah 2 kali seminggu.tapi realitanya sampah diambil seminggu sekali,palah minggu ini udah seminggu lebih sampah ga diambil",sampah
"saya mengikuti akun resmi lhk, informasi dari akun tsb ada pemberitahuan ttg bibit tanaman gratis bagi warga yg minat. apakah di lhk cilacap ada ??",others
"pelayanannya ramah, petugas penerima tamu tidak sengan memandu dan mengantarkan tamu sesuai dengan keperluannya. penjelasan dr petugas terkait juga cukup mudah dipahami
area parkir ckup luas, nyaman dan teduh. buat anda pelaku usaha yang akan mengurus legalisasi izin usaha di kab cilacap pasti akan ke kantor ini. smg terus meningkat pelayanannya. terima kasih",layanan
"terkesan dengan pelayanannya,,
terimakasih,, memuaskan,,
saat pertama datang disambut keramahan petugas,, kami tanya dan menjawab dengan ramah,,
kaena belum tau apa apa, petugas pun memberikan secara gamblang,,
bgus temenan pokoke,,
terimakasih,,",layanan
mohon ijin menginformasikan bahwa sampah di jalan bogasari i (rt 05 rw 04 kel. danyang) bagian barat sdh hampir 2 mingguan tdk diambil dan sudah menumpuk. pdhl jln. bogasari i yang bagian timur selalu diambili. mohon ditindak lanjuti. matur nuwun.,sampah
terima kasih respon cepatnya… sampah depan rumah daerah g lawu simpang5 sdh diambil petugasnya… 👍👍👍 …,sampah
sampah di jl diponegoro sebelah selatan prempatan danyang. menumpuk berhari hari dan berbau belum diambil.,sampah
"pelayanan sangat sangat sangat buruk !  meminta data untuk penelitian saja tidak bisa, dipersulit, padahal sudah memenuhi syarat adm 😒😑 …",layanan
"pelayanan buruk, pegawai tidak komunikatif. saya harap kedepannya bisa diperbaiki lagi. tks",layanan
"mohon untuk kejelasannya dari dinas lingkungan hidup, mengenai sop pengajuan penebangan pohon. sudah berkali kali melapor tapi belum ada respon atau balesan, yg katanya mau dikirim balesan lewat surat.",hutan
"per 1 januari 2022 jadi dinas lingkungan hidup, kelautan dan perikanan kabupaten kebumen 🙏 …",others
bagaimana kelanjutan pembayaran sewa tanah di lokasi tambak udang.yg di tanah pemda,others
tolong di bantu cara daftar klompok tani ikan kebumen 089529438898 caranya gimana ya trimakasih,others
terima kasih buat tim kebersihan dlh yg selalu ikhlas menjaga karanganyar terjaga kebersihan dan keindahannya,others
"tolong dikonseling anggotanya ya pak, bahwa petugas kebersihan itu pekerjaan sangat mulia, tapi kejadian tadi pagi (23/03/2023) ada oknum petugas yang mengambil sampah tapi sekalian ngambil 1 paket peralatan tukang kedalam truck pengangkut sampah. kejadian tadi pagi didepan rumah sekitar jam 07.30 wib
masih beruntung ada saksi mata yang melihat dan membantu mengejar truck dkp, dan barang peralatan kami berhasil minta kembali meskipun tidak lengkap.",sampah
mohon info jadwal pengambilan sampah di daerah tegalasri...ini sdh seminggu tdk diambil...apa ada perubahan prosedur apa mungkin ada info yg kita tdk tau...posisi tegalasri timur...maturnuwun,sampah
"kalo mengadu , rumah saya depan sampah , pihak kelurahan di laporin gak ada tanggapan, untuk aduan warga
desa widoro , brujul , jaten , karanganyar
mohon tanggapannya pak",sampah
"sering lewat depan kantornya...
tetapi blm pernah masuk.
kalau diperhatikan dari luar, kantornya memang kelihatan bangunan lama. seperti kurang diperhatikan kalo dibandingkan dgn kantor/dinas2 lain sekarang bagus2 gedungnya.
semoga ada perhatian dari pihak2 terkait.",others
"sebagai instansi pemerintah, seharusnya kantor dlh lebih memperhatikan lingkungan kantor nya.. lebih menata lagi penampakan kantor dlh.. kesan pertama kali saya ke kantor dlh sedikit agak tidak menyangka, karena 1. ada beberapa tong truk sampah yang dibiarkan saja tidak terawat dan tidak terurus, berkarat, dan sudah rapuh.. 2. tempat parkir, khusnya sepeda motor tidak tertata dengan rapi.. didepan aula ada, di pojok kantor ada, di tempat parkiran pun tidak rapi..
seharusnya kantor dlh lebih mencerminkan lagi bahwa benar"" memperhatikan lingkungan.. sebaiknya perlu ditambah penghijauan lagi di kantor dlh.. tanah yang begitu saja, lebih baik ditanami rumput-rumput..
supaya lebih kelihatan hijau dan rindang..",sampah
"tolong bapak/ibu yang bersangkutan segera ditanggapi forum tanya jawabnya..
makasih",others
dari semarang sampe sana menerjang banjir ternyata sudah tutup..  pdhl di google sampai jam 15.30.. minta tolong jam buka di google diperbaiki kak..,others
"mantap, dateng ke stand dinas lingkungan hidup dapet tanaman bunga mawar gratis. jgn lupa ramaikan stand nya di prk 2023 di stadion utama kebondalem kendal.",others
"mantab, silahkan mampir ke dinas lingkungan, disitu banyak sekali ilmu2 yg bisa kita ambil, salah satunya tentang pengolahan dan budidaya. jangan lupa mampir yaaa",others
dinas garda terdepan untuk kabupaten kendal demi menjaga lingkungan dari pencemaran. yuk ramaikan stand dlh di prk 2023. banyak dorprise dan tanaman gratis juga lhooo,others
"dinas lingkungan hidup sangat bagus, rapi, dan indah untuk tata ruang tanamannya. semoga kedepannya kendal semakin menghijau",others
"dlh kendal skrg lebih tertata rapi, semoga ke depan lebih baik lg dan terus bs memberi manfaat bagi masyarakat maupun lingkungan, aamiin...",others
"kendal apik, kendal bersih, kendal lestari berkat kerja keras jajaran dlh kab. kendal. pelayanan yang ramah serta bermasyarakat...
sukses selalu dinas lingkungan hidup kab. kendal",layanan
"saya sangat mendukung untuk penghijauan dan penanaman seribu pohon di daerah atas terutama sukorjo dan limbangan terutama primadan dan gunung
perahu.",hutan
"dinas yg melayani dg sepenuh hati, pelayan masyarakat sigap menangani kapanpun dan dimanapun d area kendal, sigap dan tanggap, ramah semua",others
"program bagus, dinas lingkungan bentuk aksi nyata untuk mewujudkan ketahanan iklim dan gaya hidup rendah👍 …",others
"mantab, pelayanan ramah dan bermasyarakat, semoga tambah berkembang. keep it up 👍😄 …",layanan
semoga tetap jaya untuk dlh kabupaten kendal dan semoga selalu membuat lingkungan kendal tetap terjaga 🙏👍 …,others
"tetap semangat, kendal semakin hijau, berseri, cantik bersih, berkilau berkat dinas lingkungan hidup",others
"harapan kedepan buat dinas lingkungan hidup kendal, agar lebih konsen terkait sampah terutama sampah plastik",sampah
"pelayanannya ramah, semoga program - program dinas lingkungan hidup kendal sukses dan lancar",layanan
good... sapu sampah. sahabat peduli sampah... bener2 berusaha untuk memberikan pelayanan terbaik untuk warga kendal,sampah
"tempat lokasi kantor bagus mendukung penghijauan lingkungan hidup kab kendal, pelayanan proses perijinan mudah dan cepat.",layanan
"nemeni papa meet up, sambil momong. eh ada taman di depannya... menunggu jadi menyenangkan deh.. 😍 …",others
"merupakan kantor dalam mengurusi perijinan laingkungan di kabupaten klaten. kantor ini terletak agak jauh dari pusat jadi harus gunakan maps.
selain agak susah dicari kantor ini juga ga terlalu besar sehingga parkir mobil bisa diluar jika parkir tidak cukup.
pelayanan di lakukan sesuai jam kantor yang tersedia di departemen lingkungan hidup klaten.
teradapat mushola kecil depan gerbang masuk ke dlh selain itu tumpukan tong sampah ada dibelakang.",sampah
mohon maaf klo mau lapor tentang limbah sampah bisa g?di dukuh jebugan rt02rw01 ngemplak kalikotes.tepatnya di gang duku ada seseorang yang dia pekerjaanya membuang sampah dari warga desa lain.tp ditimbun di tanahnya sendiri dan tempatnya ditengah2 pemukiman.ini sangat mengganggu dan menimbulkan bau yang busuk dan asap dari pembakaran sampah tersebut sangat mengganggu pernapasan.mohon ditindak lanjuti,sampah
"tugas pokok dan fungsi dlh salah satunya ini ya pak/bu? #pelaksanaan pembinaan, pengawasan, pengendalian dan pelaporan di bidang penataan dan penaatan lingkungan hidup, pengelolaan sampah, limbah bahan berbahaya dan beracun, dan pengendalian pencemaran dan kerusakan lingkungan hidup;
sebelah utara kantor kepala desa sumber,trucuk tpt'nya di jembatan sidodadi. sepanjang jln jd tmpt buangan sampah pdhl bukan tpa.. mohon ditindaklanjuti, terima kasih🙏",sampah
seberang desa sanggung tepatnya didaerah tegalgondo dipinggir sungai jadi pembuangan sampah berdampak sangat besar bagi warga sanggung dan tidak ada izin terlebih dahulu,sampah
"tempat untuk mengurus ijin usaha tertentu, dan urusan soal penanganan sampah dan pertamanan ada dsini",sampah
"ijin bertanya, apakah tidak ada pengawasan di pg rendeng yg tiap giling langesnya terbang kemana2 mencemari udara???",polusi
ijin bertanya.. untuk pengurusan izin penebangan pohon dipinggir jalan raya bagaimana alur nya. terima kasih 🙏 …,hutan
"didaerah komplek pertokoan desa panjang tepatnya di depan united futsal ada pohon besar yang mau tumbang ,mohon secepatnya untuk ditebang supaya tidak ada korban. terimakasih",hutan
"ciptakan inovasi besar dalam tata kota, jangan kalah dengan pemkab boyolali,purwakarta dan kota lain yang telah dulu bikin landmark sekala nasional. ayo kudus ciptakan yang berkelas murni hasil karya pemkab bukan sumbangan perusahaan. tks semoga semakin maju kudus",others
"bersih itu indah,tadi aku tlpon gk lama petugas kebersihan datang ambil sampah yg brpa hari gk diambil...mksih pak atas kerjasama nya",sampah
untuk laporan tentang warga yg buang sampah sembarangan itu harusnya kemana ya? suwun,sampah
"selamat sore bapak/ibu
izin untuk menanyakan terkait dengan pohon jalan yang berada di dpn rumah saya, apakah bisa apabila dilakukan pemotongan pohon/pemgurangan ranting pohon secara mandiri?
atau saya perlu datang langsung ke kantor dlh? atau mall pelayann publik kab magelang? terima kasih",hutan
"selamat siang mau lapor .
selokan di dpn gudang sayangan muntilan ada yg rusak karena kena akar pohon jln.
sehingga air jd tidak lancar karena ada yg buang air limbah ke selokan depan dr dalam rmh.
mksh.",limbah
kalo mau lapor ketidak adilan pejabat yang jeblosin bawahan ke ranah hukum bisa kemana ya? hahaha,others
"mohon pejabat terkait untuk memberikan pembinaan untuk sopir sopir dump trucknya, sore ini ada dump truck dlh kab yg nyopirnya ugal ugalan di jalan kalimas..",fasilitas umum
"mohon petunjuk dari bapak/ibu pegawai/petugas yg berkantor di dlh kab magelang...di dusun kami(bumisegoro desa borobudur) tepatnya perbatasan dengan ds karangrejo, drainase air/kalen nya sudah sangat kotor(hitam) & bau bahkan yg dulu banyak ikan2  tapi sekarang sudah tidak layak lagi...apakah patut di sebut desa wisata? kalo pencemaran limbah ampas tahu terus di biar kan?
apakah ada nomor wa kantor dlh?",limbah
"kantor dlh kabupaten magelang, telepon tidak bisa dihubungi berhari2 dicoba tidak ada yang menerima, berbeda sekali dengan dlh kota magelang.
permasalahan pengangkutan sampah yang tidak konsisten, berjalan beberapa bulan setelahnya bermasalah kembali tidak pernah diambil hingga menumpuk.",sampah
"kantornya bagus, banyak tanaman hias disekitar kantor.
memang mencerminkan dinas lingkungan hidup.
area kantornya bersih, dan sekitar kantor juga dibuat bagus dengan tanaman hias dan bersih.
menyediakan toilet mobile untuk digunakan pada event event yang memang tidak tersedia toilet yang memadahi/mencukupi.",others
"layanan pegawainya ramah, tiap kehadiran selalu disambut kata2 ada yang bisa kami bantu...",layanan
mohon perhatian agar kebersihan pohon yang ditanam di jalan raya jangan membuat kita jadi susah. kejadian yang saya keluhkan dulu terulang kembali dengan sikap para petugas kebersihan jalan di rumah dinas pn pati di jl sugiono yang seenaknya tidak menyapu malah hanya ditumpuk saja di depan pagar. seperti keluhan saya dulu juga jika tidak bisa meràwat pohon jalan tersebut mohon agar di tebang saja 🙏,hutan
"mbokyaho kalo mau ngasih surat itu surve dulu...
toko sudah tutup sejak agustus 2023 kug masih di tagih ... kalian kerja apa ngerjain hayoooo..... kelihatan ngawurnya yaa",fasilitas umum
"suatu rencana kegiatan dapat dinyatakan tidak iayak iingkungan, jika berdasarkan hasil kajian amdal, dampak negatif yang timbulkannya tidak dapat ditanggulangi oleh teknologi yang tersedia.
demikian juga, jika biaya yang diperlukan untuk menanggulangi dampak negatif iebih besar daripada manfaat dari dampak positif yang akan ditimbulkan, maka rencana kegiatan - tersebut dinyatakan tidak iayak iingkungan.
suatu rencana kegiatan yang diputuskan tidak iayak iingkungan tidak dapat dilanjutkan pembangunannya.",others
"bpk /ibu ada pohon kering nih takut menimpa pengguna jln
alamat bandung jeans jln dr soetomo no38",hutan
"dlh kab pati kantornya di jln pantura shg sangat ramai, namun lingkungannya asri krn banyak pepohonan",hutan
dinas lingkungan hidup kabupaten pati kira kira mau mendengarkan usulan dari masyarakat umum apa tidak ya?,fasilitas umum
"sejarah kabupaten pati didasarkan pada beberapa gambar yang terdapat pada lambang daerah kabupaten pati yang telah dikukuhkan dalam peraturan daerah nomor. 1 tahun 1971 yang merupakan gambar berupa : “keris rambut pinutung dan kuluk kanigara”. menurut cerita rakyat yang juga terdapat dalam kitab tripe pati dan kitab babat lainnya, dua buah pusaka yaitu “keris rambutung pinutung dan kuluk kanigara” merupakan simbol kekuasaan dan kekuatan yang juga merupakan simbol persatuan dan kesatuan. siapapun pemilik kedua pusaka tersebut, akan mampu mendominasi dan berkuasa di pulau jawa. pemilik kedua pusaka tersebut adalah raden sukmayana, kepala suku dari majasemi, andalan kadipaten carangsoka.",others
"mau di bilang kerja ga bener tapi kenyataanya ga kerja. sungai bau full limbah, tempat sampah umum ga ada. mundur aja klean drpd ga guna",sampah
"pelayanannya bagus, ramah. dan kita bisa searing dan banyak membantu serta memberi solusi permasalahan yg ada. terimakasih",layanan
kurangnya penanganan sampah daerah pemalang... sampai membludak di pasar2 .. khususnya pasar beji,sampah
"nggak tau ini dinas kerjanya gmn. dikirim laporan via email nggak pernah ditanggapi.terdapat tumpukan sampah di tempat yang tidak seharusnya di depan kandang yang beralamat desa serang, kecamatan petarukan, kabupaten pemalang. kami sudah mencoba untuk melapor ke perangkat desa setempat namun tidak ada tanggapan lebih lanjut. ini sudah membuat warga sekitar tidak nyaman dan menimbulkan penyakit bagi yang tinggal disekitar sini. terdapat juga peternak yang sudah mengalami kerugian yang banyak dikarenakan penyakit yang berasal dari tumpukan sampah ini. bila tidak ditinjak lebih lanjut kemungkinan penyebaran penyakit lebih parah dan kerugian yang ditanggung masyarakat sekitar lebih besar",sampah
"kurang bersih..
sampah numpuh.
adanya dlh masalah sampah dalam suatu kota itu cukup membantu.
hanya saja perlu ditingkatkan lagi kebersihannya...
ini tergantung kinerja  petugasnya..
contoh : seperti sopir truknya,atau petugas sampah yg lainnya...
samai saat ini masih ada petugas2 yg kurang kinerjanya..masih seenaknya dan asal2an. bikin masyarakat muak.
contoh saja ada sebagian gak diambil atau dibiarin.. aduh..
tolongbya pak/bu yang memimpin dinas ini
saran kpada pegawai, selalu monitoring petugas pengangkut sampah agar hasil kerjanya baik dan rapih bersih dan suatu waktu perlu keliling untuk ngecek lokasi... jgn cm bertugas dikantor,atau sekali keliling itu nagihin iurannya... #?
ini dinas lingkungan hidup - untuk menjaga agar menciptakan lingkungan yg bersih dan sehat untuk masyarakat dan mencegah terjadinya sampah dijalanan dan lingkungan kotor.",sampah
"penebangan pohon dan daun di pinggir jalan beji sudah 1 bulan lebih tidak di bersihkan, di biarkan begitu saja. mohon cepat di tindak lanjuti, karena sisa potongan itu di bakar orang gila, rumah orang bisa terbakar",hutan
mau ngurus sppl?  mau mengajukan ijin lingkungan?  mau ngadu soal persampahan?  mau ngadu soal pencemaran lingkungan di sekitar anda? mau ngajuin permohonan bibit tanaman peneduh?  mau minta tempat sampah buat fasilitas umum? kesini aja.,sampah
"pak, gapura rembang ke barat kok ada bau enggak enak bau apa ya?
setiap lewat sana pasti menahan nafas karena enggak enak banget.",limbah
"pak .. struktur organisasi kok tidak di update personnya , tolong di update donk .. plus contact personnya 🙏 …",others
sayang sekali perlu ada petugas kebersihan khusus untuk di lingkungan alun alun dan sekitarnya. kalau bisa tempat makan sekitar bri diberdayakan bersih bebas sampah . semakin ke pojok tempat undar terlalu bau pembuangan sampah. mungkin perlu retribusi khusus bagi pedagang yg disitu.,sampah
"name:
slamet riadi
birthday:
1978-10-09
gender:
male
live city:
kota tegal
residence duration:
< 1 tahun
residence status:
milik sendiri
home address:
jl. temanggung rt 3/rw 6 margadana kota tegal
ada petuagas data diatas?",others
"kebersihannya selalu terjaga di pagi hari , kota penghijauannya bagus. petugas kebersihannya semangat dan sopan
lokasi area pemda tidak kumuh dari para pedagang.",layanan
"mohon perhatiannya 🙏 untuk jalan gajahmada di barisan dekat gapura pemkab tegal sampai sebelum jembatan, dulu petugas kebersihan nya rajin dan bagus kinerjanya, sekarang setelah ada pergantian petugas kok dirasa kinerjanya turun tidak seperti petugas sebelumnya , kadang datang kadang tidak , datang juga sudah agak siang , semasa petugas kebersihan sebelumnya jam 7 pagi semua sudah bersih dan rapi, kalo yg sekarang datangnya siang dan kadang sudah disapu oleh kami penduduk .",fasilitas umum
"tolong untuk petugas kebersihan di area jalan gajahmada sebelah selatan gapura pemkab tegal,  petugasnya kinerjanya kurang gak seperti petugas sebelumnya, tetangga sebelah juga bilang petugasnya males klo nyapu, memang bener kadang gak tiap hari disapu ,beberapa kali sampai 2-3hari sekali baru disapu udah gitu datang nya sering siang , nyapunya juga gak bersih, tolong agar bisa menegur dinas terkait. kalo bisa tukar kembali sama petugas yg sebelumnya,",fasilitas umum
"tidak ada fasilitas untuk tempat istirahat tamu,kantinya ada tapi ga buka mau ngopi aja mesti keluar dari kantor... 2 bintang aja dulu",others
"ada beberapa ranting pohon yg sudah kering rawan bahaya untuk pengguna jalan khususnya roda dua di ruas jalan raya 2 harjosari kidul.
apakah dlh bisa menangani itu?",hutan
kantor dinas lingkungan hidup kabupaten tegal ini dari luar terlihat kecil. kantor ini mudah ditandai karena banyak truk sampah yang berada di depan kantor. akibatnya setiap lewat bau sampah tidak bisa dihindari. semoga semakin maju demi lingkungan kabupaten tegal yang bersih.,sampah
"sudah satu minggu sampah di perumahan grand pikatan permai belum diambil,mohon segera ditindaklanjuti.sampah sudah menggunung bisa menjadi sarang penyakit.trimakasih",sampah
"kantor yang siap sedia melayani keluhan anda tentang kebersihan jalan, perawatan taman dan penerangan jalan. melayani dengan sepenuh hati.",fasilitas umum
"mohon perhatiannya ,lampu penerangan jalan raya di jalan bungur tepatnya di samping parkiran ada baru ( di depan nasi uduk empat mata ) sdh mati hampir seminggu ini dan belum ada perbaikan.",fasilitas umum
"saya rindu akan kota solo
yang ""berseri"" bersih rapih dan indah.
sdh lebih 16th sy pergi merantau ke luar pulau.
sepulangnya ke kota solo banyak perubahan2 kota solo. banyak pembangun kota seperti gedung2 pasar..mall. jalan2 ..jembatan dsb.
namun ada 1 yg sekiranya masih ada sedikit blm berubah.. yaitu kebersihan sudut2 kota seperti trotoar jalur hijau taman dan jembatan. masih banyak yg belum rapi.
disini sy merasa jiwa saya ingin bangkit untuk membenahi sdikit kerapian dan kebersihan trotoar taman.. dan jembatan itu.
yaa kalau ujug2 datang ke solo sy langsung menherjakan semua itu spertinya kurang logis.
kepada pihak terkait bila di ijinkan
dsini saya menawarkan jasa membersihkan dan merapikan.
trotoar taman dan jembatan
- merapikan dan membersihkan
- menanam taman
- pengecatan fisik trotoar dan jembatan.
- lighting / lampu taman
- pengecatan dinding2 gedung lama yg ada di jalur tengah kota. dll...
jadi sekiranya solo akan  bertambah berseri lagi..
dan solo bisa menjadi icond kota berseri yang sebenarnya.",fasilitas umum
tempat saya yg saya laporkan hanya berjarak 3 km dari kantor blh.juga di jalan umum..di jalan hasannudin...seharusnya tidak perlu laporan..sudah ada team pemangkas pohon sudah mengerti,hutan
"dinas ini pilah pilih dalam perampalan pohon, pohon yg sekiranya mudah di rampali didahulukan tetapi yg sulit untuk dirampali di tinggalkan, padahal pohon yg sulit dirampali yg berbahaya karena tinggi² dan mudah patah.",hutan
kantor masih numpang di aset pemprov..mungkin suatu saat bisa pindah lagi karena bukan milik pemkot..suasana teduh enak karena banyak pohon yg besar disekitarnya,hutan
"mantab 👍, saya lapor pohon yg miring ke jalan raya langsung ditindaklanjuti dengan cepat, terima kasih sudah dikondisikan dengan cepat dan tuntas 🙏 …",hutan
"memanfaatkan inventaris pemkot yang lama, jadi bangunan memang bangunan lama, tapi cukup asri dan nyaman, pegawai2nya ramah dan siap membantu masyarakat yang memerlukan bantuan.",others
kenapa ambil sampahy harus dilempar2 ya... ???? di daerah punggawan depan hotel indah jaya.....jadi sampahy berantakan....,sampah
"aksesnya mudah dijangkau.
pelayanannya sangat baik dan pegawainya ramah-ramah.
laboratoriumnya bagus, dilengkapi layar visual yang informatif dan sudah terakreditasi kan.
tempat parkirnya sangat luas.
fasilitas toiletnya cukup terpelihara.
pengelolaan sampahnya bagus.
ada penangkaran hewan dan memiliki tanaman langka.",sampah
"tempatnya mudah dijangkau, gak jauh dari jalan utama. lokasinya luas, selain kantornya, juga ada labnya. bisa menerima sampel untuk diuji, mungkin untuk lengkapnya bisa datang. parkir motor dan mobil luas juga. bisa menerima mahasiswa yang ingin magang atau pkl untuk jurusan yang relevan.",fasilitas umum
"tempatnya lewat persis belok kiri sebelum balai diktat kemudian ada pertigaan masuk, lokasi nya di kanan jalan",fasilitas umum
lokasinya masuk gang tetapi masih terjangkau jalan kaki. kalau dari swalayan ada kurang lebih 8 menit,fasilitas umum
"tak jauh dari jalan setia budi. apabila dari arah swalayan ada setia budi, maju hingga spbu srondol, belok ke kiri masuk gang setelah spbu, masuk terus hingga komplek bpsdm provinsi jawa tengah. dlh berada di dalamnya, tanya satpam saja minta petunjuk arah.
dapat mengajukan permohonan bak sampah dan bibit pohon, jika masih tersedia. sebaiknya mengajukan dua minggu sebelum acara.
di sini juga terdapat rusa :)",sampah
kantor dinas lingkungan hidup dan kehutanan provinsi jawa tengah. merupakan gabungan kantor lingkungan hidup wilayah jawa tengah dengan kantor kehutanan wilayah jawa tengah dan kantor penyuluhan kehutanan wilayah jawa tengah. ada laboratorium lingkungan hidup dan ada kandang rusa. dekat dengan masjid bpsdmd dan lapangan upacara. posisi kantor diatas jalan utama sehingga kalau masuk ke lokasi naik dan keluar lokasi turun agak curam.,hutan
"ada rusa-rusa yang bisa ditemui disini. bisa buat edukasi anak supaya kenal dan sayang binatang.
👍
mohon diberi perhatian lebih untuk rusanya, sepertinya kurang layak pemeliharaannya.",others
bagaimana syarat dan ketentuan mendapatkan bantuan bibit pohon dai dinas lingkungan hidup ? kami karangtaruna dari desa karangrejo kec gabus grobogan jawa tengah ingin mengadakan penghijaun,hutan
sungguh menyedihkan melihat mereka memiliki rusa tetapi tidak merawatnya dengan baik,others
"hal aneh yg sy temukan dan hanya terjadi di kabupatn flotim. kalo bisa mobil truk sampahnya jangan ditulis ""kantor lingkungan hidup"". seolah2 truk itulah yg menjadi kantornya. saran saya sebaiknya diganti sj dg tulisan ""kendaraan operasional badan lingkungan hidup"" sehingga benar2 merupakan kendaraan operasional utk membersihkan lingkungan dan bukan dianggap sbg wujud dri kantor lingkungan hidup.",sampah
cv. miyaz mitra utama... berlokasi di desa semparu kecamatan kopang...pabrik terdengar sampai 1km dan posisi saya 450m dari pabrik masih terdengar jelas dengan desibel 70db...mohon untuk ditindak lanjuti saya sudah sampaikan kritik kepada pengelola pabrik namun tidak di gubris dengan alasan tidak ada yang merasa terganggu(karena menurut sya masyarakat disini enggan akan melapor) walaupun di laporkan blum tentu ditindak lanjuti...,limbah
bermanfaat untuk mendapatkan informasi tentang pemrosesan izin lingkungan dan cara mengelola masalah lingkungan,others
tolong ya pengakutan sampah di klu di tingkatkan. udah gila minta 100k-150k diangkut cuma 6x sebulan. sampah rm sama rt udah bau busuk baru diangkat. sekali lagi tolong!,sampah
