complaint,category,cleaned_complaint,no_stopwords,stemmed_complaint,numbered_category
belum kakkk tolonggg ini udah kekeringan bengeettt,kekeringan,belum kakkk tolonggg ini udah kekeringan bengeettt,"['kakkk', 'tolonggg', 'udah', 'kekeringan', 'bengeettt']",kakkk tolonggg udah kering bengeettt,2
suka makan wortel atau kebanyakan kekeringan badut,kekeringan,suka makan wortel atau kebanyakan kekeringan badut,"['suka', 'makan', 'wortel', 'kebanyakan', 'kekeringan', 'badut']",suka makan wortel banyak kering badut,2
azab gila horeg satu provinsi panas berkepanjangan dan kekeringan ekstrem,kekeringan,azab gila horeg satu provinsi panas berkepanjangan dan kekeringan ekstrem,"['azab', 'gila', 'horeg', 'provinsi', 'panas', 'berkepanjangan', 'kekeringan', 'ekstrem']",azab gila horeg provinsi panas panjang kering ekstrem,2
km mah harus kenalan sama si ganteng dan berisik ragas deh dia nih jagonya naklukin ciwi ciwi dingin dan cuek ini nanti juga km akan meleyot karena berhadapan dgn orang secakep agas kan d tenang aja atuh nanti tdk akan kekeringan hubungan kalian teh,kekeringan,km mah harus kenalan sama si ganteng dan berisik ragas deh dia nih jagonya naklukin ciwi ciwi dingin dan cuek ini nanti juga km akan meleyot karena berhadapan dgn orang secakep agas kan d tenang aja atuh nanti tdk akan kekeringan hubungan kalian teh,"['km', 'mah', 'kenalan', 'si', 'ganteng', 'berisik', 'ragas', 'deh', 'nih', 'jagonya', 'naklukin', 'ciwi', 'ciwi', 'dingin', 'cuek', 'km', 'meleyot', 'berhadapan', 'dgn', 'orang', 'secakep', 'agas', 'd', 'tenang', 'aja', 'atuh', 'tdk', 'kekeringan', 'hubungan', 'teh']",km mah kenal si ganteng berisik ragas deh nih jago naklukin ciwi ciwi dingin cuek km leyot hadap dgn orang cakep agas d tenang aja atuh tdk kering hubung teh,2
abis beli facial wash cepek ditengah kekeringan ini awas aja gak cocok kontol,kekeringan,abis beli facial wash cepek ditengah kekeringan ini awas aja gak cocok kontol,"['abis', 'beli', 'facial', 'wash', 'cepek', 'ditengah', 'kekeringan', 'awas', 'aja', 'gak', 'cocok', 'kontol']",abis beli facial wash cepek tengah kering awas aja gak cocok kontol,2
pantesan di mana mana banyak yg kekeringan sumber airnya di jadikan air galon dan kemasan,polusi,pantesan di mana mana banyak yg kekeringan sumber airnya di jadikan air galon dan kemasan,"['pantesan', 'yg', 'kekeringan', 'sumber', 'airnya', 'jadikan', 'air', 'galon', 'kemasan']",pantesan yg kering sumber air jadi air galon kemas,3
dropping air bersih ke eilayah terdampak kekeringan masih terus dilakukan bpbd ponorogo kendati saat ini sudah masuh musim hujan,polusi,dropping air bersih ke eilayah terdampak kekeringan masih terus dilakukan bpbd ponorogo kendati saat ini sudah masuh musim hujan,"['dropping', 'air', 'bersih', 'eilayah', 'terdampak', 'kekeringan', 'bpbd', 'ponorogo', 'kendati', 'masuh', 'musim', 'hujan']",dropping air bersih eilayah dampak kering bpbd ponorogo kendati masuh musim hujan,3
badan penanggulangan bencana daerah bpbd kabupaten rembang terus melakukan distribusi air bersih di sejumlah wilayah yang terdampak kekeringan bahkan menjelang musim penghujan,polusi,badan penanggulangan bencana daerah bpbd kabupaten rembang terus melakukan distribusi air bersih di sejumlah wilayah yang terdampak kekeringan bahkan menjelang musim penghujan,"['badan', 'penanggulangan', 'bencana', 'daerah', 'bpbd', 'kabupaten', 'rembang', 'distribusi', 'air', 'bersih', 'wilayah', 'terdampak', 'kekeringan', 'menjelang', 'musim', 'penghujan']",badan tanggulang bencana daerah bpbd kabupaten rembang distribusi air bersih wilayah dampak kering jelang musim hujan,3
mantap pertamina gerak cepat bantu kekeringan di muara sanga sanga pertamina pedulirakyat bantuan airbersih kekeringan,polusi,mantap pertamina gerak cepat bantu kekeringan di muara sanga sanga pertamina pedulirakyat bantuan airbersih kekeringan,"['mantap', 'pertamina', 'gerak', 'cepat', 'bantu', 'kekeringan', 'muara', 'sanga', 'sanga', 'pertamina', 'pedulirakyat', 'bantuan', 'airbersih', 'kekeringan']",mantap pertamina gerak cepat bantu kering muara sanga sanga pertamina pedulirakyat bantu airbersih kering,3
suarapasuruannewsupdate menuju peralihan musim penghujan badan penanggulangan bencana daerah bpbd kabupaten pasuruan mulai mengurangi intensitas pengiriman air bersih ke sejumlah desa terdampak kekeringan,polusi,suarapasuruannewsupdate menuju peralihan musim penghujan badan penanggulangan bencana daerah bpbd kabupaten pasuruan mulai mengurangi intensitas pengiriman air bersih ke sejumlah desa terdampak kekeringan,"['suarapasuruannewsupdate', 'peralihan', 'musim', 'penghujan', 'badan', 'penanggulangan', 'bencana', 'daerah', 'bpbd', 'kabupaten', 'pasuruan', 'mengurangi', 'intensitas', 'pengiriman', 'air', 'bersih', 'desa', 'terdampak', 'kekeringan']",suarapasuruannewsupdate alih musim hujan badan tanggulang bencana daerah bpbd kabupaten pasuruan kurang intensitas kirim air bersih desa dampak kering,3
menuju peralihan musim penghujan badan penanggulangan bencana daerah bpbd kabupaten pasuruan mulai mengurangi intensitas pengiriman air bersih ke sejumlah desa terdampak kekeringan,polusi,menuju peralihan musim penghujan badan penanggulangan bencana daerah bpbd kabupaten pasuruan mulai mengurangi intensitas pengiriman air bersih ke sejumlah desa terdampak kekeringan,"['peralihan', 'musim', 'penghujan', 'badan', 'penanggulangan', 'bencana', 'daerah', 'bpbd', 'kabupaten', 'pasuruan', 'mengurangi', 'intensitas', 'pengiriman', 'air', 'bersih', 'desa', 'terdampak', 'kekeringan']",alih musim hujan badan tanggulang bencana daerah bpbd kabupaten pasuruan kurang intensitas kirim air bersih desa dampak kering,3
di rebus dulu abis di ulek di goreng soalnya kalau langsung di goreng suke kekeringan,kekeringan,di rebus dulu abis di ulek di goreng soalnya kalau langsung di goreng suke kekeringan,"['rebus', 'abis', 'ulek', 'goreng', 'langsung', 'goreng', 'suke', 'kekeringan']",rebus abis ulek goreng langsung goreng suke kering,2
di tempatku malah belum pernah hujan masih masa kekeringan,kekeringan,di tempatku malah belum pernah hujan masih masa kekeringan,"['tempatku', 'hujan', 'kekeringan']",tempat hujan kering,2
samaaa iiihh kangen banget gak kuattt dengan kekeringan iniii,kekeringan,samaaa iiihh kangen banget gak kuattt dengan kekeringan iniii,"['samaaa', 'iiihh', 'kangen', 'banget', 'gak', 'kuattt', 'kekeringan', 'iniii']",samaaa iiihh kangen banget gak kuattt kering iniii,2
banyak orang mungkin udah lupa sama siklus air pelajaran sd ketika udara semakin panas air menguap udara menahan lebih banyak uap air di satu sisi penguapan terjadi lbh byk dr biasa kekeringan diujung lain hujan dgn intensitas lebih besar dari biasanya banjir bandang,polusi,banyak orang mungkin udah lupa sama siklus air pelajaran sd ketika udara semakin panas air menguap udara menahan lebih banyak uap air di satu sisi penguapan terjadi lbh byk dr biasa kekeringan diujung lain hujan dgn intensitas lebih besar dari biasanya banjir bandang,"['orang', 'udah', 'lupa', 'siklus', 'air', 'pelajaran', 'sd', 'udara', 'panas', 'air', 'menguap', 'udara', 'menahan', 'uap', 'air', 'sisi', 'penguapan', 'lbh', 'byk', 'dr', 'kekeringan', 'diujung', 'hujan', 'dgn', 'intensitas', 'banjir', 'bandang']",orang udah lupa siklus air ajar sd udara panas air uap udara tahan uap air sisi uap lbh byk dr kering ujung hujan dgn intensitas banjir bandang,3
ya ampun apa yang harus kita lakukan di tengah kekeringan ini,kekeringan,ya ampun apa yang harus kita lakukan di tengah kekeringan ini,"['ya', 'ampun', 'lakukan', 'kekeringan']",ya ampun laku kering,2
kondisi kekeringan di kowang bukan tak diketahui para pemangku kebijakan partai dan elite politik datang berbondong membantu warga tapi tentu hanya terjadi ketika menjelang pemilu,kekeringan,kondisi kekeringan di kowang bukan tak diketahui para pemangku kebijakan partai dan elite politik datang berbondong membantu warga tapi tentu hanya terjadi ketika menjelang pemilu,"['kondisi', 'kekeringan', 'kowang', 'pemangku', 'kebijakan', 'partai', 'elite', 'politik', 'berbondong', 'membantu', 'warga', 'menjelang', 'pemilu']",kondisi kering kowang mang bijak partai elite politik bondong bantu warga jelang milu,2
tak perlu menunggu kemarau untuk mengalami kesulitan sumber air di waktuwaktu lain kekeringan juga terasa jika kemarau tiba yasman suramin dan warga kowang mengandalkan bantuan air,lingkungan,tak perlu menunggu kemarau untuk mengalami kesulitan sumber air di waktuwaktu lain kekeringan juga terasa jika kemarau tiba yasman suramin dan warga kowang mengandalkan bantuan air,"['menunggu', 'kemarau', 'mengalami', 'kesulitan', 'sumber', 'air', 'waktuwaktu', 'kekeringan', 'kemarau', 'yasman', 'suramin', 'warga', 'kowang', 'mengandalkan', 'bantuan', 'air']",tunggu kemarau alami sulit sumber air waktuwaktu kering kemarau yasman suramin warga kowang andal bantu air,0
allahumma shayyiban haniyyah wa shayyiban nafia semoga dengan turun y hujan membawa berkah walau sya jualan y es jus psti di musim hujan ga ada pembeli namunrasa brsyukur telah tiba datang y hujan berkah untuk para petani brkah buat yg kekeringan,kekeringan,allahumma shayyiban haniyyah wa shayyiban nafia semoga dengan turun y hujan membawa berkah walau sya jualan y es jus psti di musim hujan ga ada pembeli namunrasa brsyukur telah tiba datang y hujan berkah untuk para petani brkah buat yg kekeringan,"['allahumma', 'shayyiban', 'haniyyah', 'wa', 'shayyiban', 'nafia', 'semoga', 'turun', 'y', 'hujan', 'membawa', 'berkah', 'sya', 'jualan', 'y', 'es', 'jus', 'psti', 'musim', 'hujan', 'ga', 'pembeli', 'namunrasa', 'brsyukur', 'y', 'hujan', 'berkah', 'petani', 'brkah', 'yg', 'kekeringan']",allahumma shayyiban haniyyah wa shayyiban nafia moga turun y hujan bawa berkah sya jual y es jus psti musim hujan ga beli namunrasa brsyukur y hujan berkah tani brkah yg kering,2
air punya peranan penting di mv txt yg mana sering kebakaran dan dari konsep tnc berubah menjadi konsep kekeringangurun anggap air ini adalah savior memadamkan api dan menjadi sumber kehidupan di gurun sama seperti peran girl of eternity,polusi,air punya peranan penting di mv txt yg mana sering kebakaran dan dari konsep tnc berubah menjadi konsep kekeringangurun anggap air ini adalah savior memadamkan api dan menjadi sumber kehidupan di gurun sama seperti peran girl of eternity,"['air', 'peranan', 'mv', 'txt', 'yg', 'kebakaran', 'konsep', 'tnc', 'berubah', 'konsep', 'kekeringangurun', 'anggap', 'air', 'savior', 'memadamkan', 'api', 'sumber', 'kehidupan', 'gurun', 'peran', 'girl', 'of', 'eternity']",air peran mv txt yg bakar konsep tnc ubah konsep kekeringangurun anggap air savior madam api sumber hidup gurun peran girl of eternity,3
dokter mimpi kok lama gak updet kekeringan meme jomok,kekeringan,dokter mimpi kok lama gak updet kekeringan meme jomok,"['dokter', 'mimpi', 'gak', 'updet', 'kekeringan', 'meme', 'jomok']",dokter mimpi gak updet kering meme jomok,2
ribuan hektare sawah alami puso akibat banjir dan kekeringan harian momentum,lingkungan,ribuan hektare sawah alami puso akibat banjir dan kekeringan harian momentum,"['ribuan', 'hektare', 'sawah', 'alami', 'puso', 'akibat', 'banjir', 'kekeringan', 'harian', 'momentum']",ribu hektare sawah alami puso akibat banjir kering hari momentum,0
jadi orang yang gampang kesenengan contoh goreng curly fries pake air fryer nggak kekeringan itu sebuah privelese,polusi,jadi orang yang gampang kesenengan contoh goreng curly fries pake air fryer nggak kekeringan itu sebuah privelese,"['orang', 'gampang', 'kesenengan', 'contoh', 'goreng', 'curly', 'fries', 'pake', 'air', 'fryer', 'nggak', 'kekeringan', 'privelese']",orang gampang neng contoh goreng curly fries pake air fryer nggak kering privelese,3
sudahlah diratapi saja keadaan dompet lagi kekeringan,kekeringan,sudahlah diratapi saja keadaan dompet lagi kekeringan,"['diratapi', 'dompet', 'kekeringan']",ratap dompet kering,2
kitaa semua nunggu news dri diaa hari hari kekeringan sekalinya keluar terus terusan,kekeringan,kitaa semua nunggu news dri diaa hari hari kekeringan sekalinya keluar terus terusan,"['kitaa', 'nunggu', 'news', 'dri', 'diaa', 'kekeringan', 'sekalinya', 'terusan']",kitaa nunggu news dri diaa kering sekali terus,2
kauje dropping air bersih ke warga terdampak kekeringan di trenggalek,polusi,kauje dropping air bersih ke warga terdampak kekeringan di trenggalek,"['kauje', 'dropping', 'air', 'bersih', 'warga', 'terdampak', 'kekeringan', 'trenggalek']",kauje dropping air bersih warga dampak kering trenggalek,3
jakarta ketua dpr ri puan maharani meminta pemerintah memikirkan solusi jangka panjang untuk mengatasi kekeringan di sejumlah wilayah di lombok nusa tenggara barat ntb geraknews puanmaharani puan ntb kekeringan bima dompu sumbawa lombok,kekeringan,jakarta ketua dpr ri puan maharani meminta pemerintah memikirkan solusi jangka panjang untuk mengatasi kekeringan di sejumlah wilayah di lombok nusa tenggara barat ntb geraknews puanmaharani puan ntb kekeringan bima dompu sumbawa lombok,"['jakarta', 'ketua', 'dpr', 'ri', 'puan', 'maharani', 'pemerintah', 'memikirkan', 'solusi', 'jangka', 'mengatasi', 'kekeringan', 'wilayah', 'lombok', 'nusa', 'tenggara', 'barat', 'ntb', 'geraknews', 'puanmaharani', 'puan', 'ntb', 'kekeringan', 'bima', 'dompu', 'sumbawa', 'lombok']",jakarta ketua dpr ri puan maharani perintah pikir solusi jangka atas kering wilayah lombok nusa tenggara barat ntb geraknews puanmaharani puan ntb kering bima dompu sumbawa lombok,2
bpbd bantul tetapkan siaga bencana hidrometeorologi bersamaan status siaga kekeringan via,kekeringan,bpbd bantul tetapkan siaga bencana hidrometeorologi bersamaan status siaga kekeringan via,"['bpbd', 'bantul', 'tetapkan', 'siaga', 'bencana', 'hidrometeorologi', 'bersamaan', 'status', 'siaga', 'kekeringan', 'via']",bpbd bantul tetap siaga bencana hidrometeorologi sama status siaga kering via,2
kalo bisa mengajak pak sharing sejarah atasi kekeringan,kekeringan,kalo bisa mengajak pak sharing sejarah atasi kekeringan,"['kalo', 'mengajak', 'sharing', 'sejarah', 'atasi', 'kekeringan']",kalo ajak sharing sejarah atas kering,2
baru liat jam tayang cinepolis malem semua pergi kena macet pulang malem banget pasti sampe rumah,fasilitas umum,baru liat jam tayang cinepolis malem semua pergi kena macet pulang malem banget pasti sampe rumah,"['liat', 'jam', 'tayang', 'cinepolis', 'malem', 'pergi', 'kena', 'macet', 'pulang', 'malem', 'banget', 'sampe', 'rumah']",liat jam tayang cepol malem pergi kena macet pulang malem banget sampe rumah,1
baru keluar gang pdhl gue naik motor cuma macet tb tb di cat call bocil silat lg jalan halo cindo kurang ajar,fasilitas umum,baru keluar gang pdhl gue naik motor cuma macet tb tb di cat call bocil silat lg jalan halo cindo kurang ajar,"['gang', 'pdhl', 'gue', 'motor', 'macet', 'tb', 'tb', 'cat', 'call', 'bocil', 'silat', 'lg', 'jalan', 'halo', 'cindo', 'ajar']",gang pdhl gue motor macet tb tb cat call bocil silat lg jalan halo cindo ajar,1
tipikal orang bekasi orang lagi macet dia freestyle,fasilitas umum,tipikal orang bekasi orang lagi macet dia freestyle,"['tipikal', 'orang', 'bekasi', 'orang', 'macet', 'freestyle']",tipikal orang bekas orang macet freestyle,1
 memikirkan bagaimana harus pulang cepat padahal sedang macet dijalan ,fasilitas umum,memikirkan bagaimana harus pulang cepat padahal sedang macet dijalan,"['memikirkan', 'pulang', 'cepat', 'macet', 'dijalan']",pikir pulang cepat macet jalan,1
tempat spot bengong menikmati macet jakarta dimana ya selain ikutan macet macetan,fasilitas umum,tempat spot bengong menikmati macet jakarta dimana ya selain ikutan macet macetan,"['spot', 'bengong', 'menikmati', 'macet', 'jakarta', 'dimana', 'ya', 'ikutan', 'macet', 'macetan']",spot bengong nikmat macet jakarta mana ya ikut macet macet,1
lebih parah mana traffic link mcp apa macet grogol tomang,fasilitas umum,lebih parah mana traffic link mcp apa macet grogol tomang,"['parah', 'traffic', 'link', 'mcp', 'macet', 'grogol', 'tomang']",parah traffic link mcp macet grogol tomang,1
ini twt lagi down apa gimana sih kok macet macetttt yaa di aku,fasilitas umum,ini twt lagi down apa gimana sih kok macet macetttt yaa di aku,"['twt', 'down', 'gimana', 'sih', 'macet', 'macetttt', 'yaa']",twt down gimana sih macet macetttt yaa,1
ini peak indon moment sih udah salah jalur macet terus ngerusak fasilitas umum,fasilitas umum,ini peak indon moment sih udah salah jalur macet terus ngerusak fasilitas umum,"['peak', 'indon', 'moment', 'sih', 'udah', 'salah', 'jalur', 'macet', 'ngerusak', 'fasilitas']",peak indon moment sih udah salah jalur macet ngerusak fasilitas,1
sebagai yang expert dalam hal friendzone better friendzone daripada macet anying,fasilitas umum,sebagai yang expert dalam hal friendzone better friendzone daripada macet anying,"['expert', 'friendzone', 'better', 'friendzone', 'macet', 'anying']",expert friendzone better friendzone macet anying,1
aku kalo lagi harus keluar ga suka jg baik itu naik transummotormobil selain karena basah dan lebih repot jadi macet belom ngomongin buat beberapa orang hujan genteng bocor dulu pas aku kecil rumah ortuku gentengnya bocor tiap ujan deres di atas meja belajar pula,fasilitas umum,aku kalo lagi harus keluar ga suka jg baik itu naik transummotormobil selain karena basah dan lebih repot jadi macet belom ngomongin buat beberapa orang hujan genteng bocor dulu pas aku kecil rumah ortuku gentengnya bocor tiap ujan deres di atas meja belajar pula,"['kalo', 'ga', 'suka', 'jg', 'transummotormobil', 'basah', 'repot', 'macet', 'belom', 'ngomongin', 'orang', 'hujan', 'genteng', 'bocor', 'pas', 'rumah', 'ortuku', 'gentengnya', 'bocor', 'ujan', 'deres', 'meja', 'belajar']",kalo ga suka jg transummotormobil basah repot macet bom ngomongin orang hujan genteng bocor pas rumah ortuku genteng bocor ujan deres meja ajar,1
